1_1_7Multi_GAT_deterministic_fully_2_single_cora,0.8814,0.495,0.7418019409341905,0.0,0.0,0.0,-2.863523257710361
feat_1_1_7Multi_GAT_deterministic_fully_2_single_cora,0.8122896020949343,0.7153844165305155,0.5838171233857024,0.38686395512921357,0.433342880094863,0.38686395512921357,[]
labels_1_1_7Multi_GAT_deterministic_fully_2_single_cora,nan,0.12328739033568485,0.40895724345510664,0.20461206058103537,0.12328739033568485,0.09865895803680048,[]
1_1_7Multi_GCN_deterministic_fully_2_single_cora,0.8561,0.485,0.7082292681075888,0.0,0.0,0.0,-2.4392323805919607
feat_1_1_7Multi_GCN_deterministic_fully_2_single_cora,0.8406989784384797,0.6986325453166534,0.5167241868289013,0.48373118410809496,0.4938070734485237,0.4837131660900769,[]
labels_1_1_7Multi_GCN_deterministic_fully_2_single_cora,nan,0.11653819191421672,0.40020498777054075,0.16026264735526088,0.11653819191421672,0.07466833990443564,[]
1_1_7Multi_GCN_2_deterministic_fully_2_single_cora,0.5253,0.5,0.46540793830117466,0.0,0.0,0.0,-3.828027563978486
feat_1_1_7Multi_GCN_2_deterministic_fully_2_single_cora,0.8314682227949317,0.675957300247235,0.47284571500831524,0.44633449525236774,0.674465475286386,0.4766078984769651,[]
labels_1_1_7Multi_GCN_2_deterministic_fully_2_single_cora,nan,0.10488432083538629,0.4038573908008261,0.14835859370767196,0.10488432083538629,0.06864547512348486,[]
1_1_8Multi_GAT_deterministic_fully_2_single_cora,0.8012,0.5,0.6481252593266729,0.0,0.0,0.0,-3.386345333568745
feat_1_1_8Multi_GAT_deterministic_fully_2_single_cora,0.8305136046123704,0.7140001478518889,0.5742552523567919,0.4725376823859818,0.4519872983277941,0.4725376823859818,[]
labels_1_1_8Multi_GAT_deterministic_fully_2_single_cora,nan,0.40920436447486563,0.4787960290401767,0.41200708297840943,0.40920436447486563,0.2715808670200991,[]
1_1_8Multi_GCN_deterministic_fully_2_single_cora,0.8367,0.5,0.6851219748384069,0.0,0.0,0.0,-2.217986139006385
feat_1_1_8Multi_GCN_deterministic_fully_2_single_cora,0.8505715634436808,0.6918589765243464,0.5209919881319143,0.5067244158680343,0.5521417314679798,0.5148285076770104,[]
labels_1_1_8Multi_GCN_deterministic_fully_2_single_cora,nan,0.38182914297396536,0.40962418283804136,0.30560246114365364,0.38182914297396536,0.27495098709364535,[]
1_1_8Multi_GCN_2_deterministic_fully_2_single_cora,0.779,0.5,0.6272039530035203,0.0,0.0,0.0,-3.265816223624141
feat_1_1_8Multi_GCN_2_deterministic_fully_2_single_cora,0.8291789675698884,0.6745778810153075,0.47846854419426343,0.44214721148900654,0.699376997530011,0.4827089094645047,[]
labels_1_1_8Multi_GCN_2_deterministic_fully_2_single_cora,nan,0.401275987298022,0.42383836396661534,0.33874176925902,0.401275987298022,0.30304352648679367,[]
1_1_9Multi_GAT_deterministic_fully_2_single_cora,0.4968,0.5,0.48663571774697917,0.0,0.0,0.0,-0.6940876709180575
feat_1_1_9Multi_GAT_deterministic_fully_2_single_cora,0.5103203546749333,0.5078139215932231,0.2964802700156903,0.27516816346763556,0.5023886639282006,0.27693421972722565,[]
labels_1_1_9Multi_GAT_deterministic_fully_2_single_cora,nan,0.39370218629415543,0.37922905213298375,0.22252509789500402,0.39370218629415543,0.2807166805809216,[]
1_1_9Multi_GCN_deterministic_fully_2_single_cora,0.8245000000000001,0.63,0.8286625727431096,0.8611111111111112,0.31,0.8611111111111112,-0.6785318158886504
feat_1_1_9Multi_GCN_deterministic_fully_2_single_cora,0.49111760662119275,0.4928073132289796,0.2848337037936363,0.26048330995983626,0.5014919719064503,0.2638296543492705,[]
labels_1_1_9Multi_GCN_deterministic_fully_2_single_cora,nan,0.39313096898961625,0.3791541055015905,0.2213635165746222,0.39313096898961625,0.281301344143513,[]
1_1_9Multi_GCN_2_deterministic_fully_2_single_cora,0.9896,0.5,0.9832846227144373,0.5,1.0,0.975,-0.7931931587119209
feat_1_1_9Multi_GCN_2_deterministic_fully_2_single_cora,0.5235030133168662,0.5064238399924249,0.3026713605884507,0.27128454643818545,0.5248882528589272,0.29152110076018406,[]
labels_1_1_9Multi_GCN_2_deterministic_fully_2_single_cora,nan,0.38877733355149485,0.38124354367412605,0.23139690210319847,0.38877733355149485,0.29184473294632596,[]
